Date,Actual Price,Predictions,Volume,RSI,Signal,Short_MA,Long_MA,Filtered Signal,Position,Strategy Return,Market Return,Cumulative Market Returns,Cumulative Strategy Returns,Signal Result
2023-11-23,37289.62109375,37295.84088481228,-0.1631697633902319,52.65475971506486,0,36815.465625,35819.990885416664,0,0.0,0.0,-0.003812712499291715,1.2684530512642154,0.9012340625939442,-0.0
2023-11-24,37720.28125,37711.785475617275,0.2895798884630223,51.83947008774337,0,37033.7296875,35927.239583333336,0,0.0,0.0,0.011549062275727495,1.2831024945471023,0.9012340625939442,0.0
2023-11-25,37796.79296875,37796.70231526294,-0.429130101536318,53.00936368620016,0,37025.35078125,36048.577734375,0,0.0,0.0,0.0020283973558654633,1.2857051362543461,0.9012340625939442,0.0
2023-11-26,37479.12109375,37489.93735500136,-0.1876140659816235,51.89910085441892,0,37157.7859375,36167.555078125,0,0.0,0.0,-0.008404730932136117,1.2748991305260629,0.9012340625939442,-0.0
2023-11-27,37254.16796875,37254.55283121447,0.0857683115139155,53.463997563769276,0,37223.534375,36273.04153645833,0,0.0,0.0,-0.006002091789647501,1.2672470689221036,0.9012340625939442,-0.0
2023-11-28,37831.0859375,37821.4785436749,0.2257946241727342,60.958732799111246,0,37348.07265625,36382.79505208333,0,0.0,0.0,0.01548599794884531,1.2868716544321115,0.9012340625939442,0.0
2023-11-29,37858.4921875,37855.48660839068,0.1754873534373273,49.86445408433041,0,37395.2671875,36494.666015625,0,0.0,0.0,0.0007244373065387055,1.2878039122673093,0.9012340625939442,0.0
2023-11-30,37712.74609375,37717.64983611766,0.0396540793600243,61.85962395748589,0,37418.84609375,36596.16484375,0,0.0,0.0,-0.0038497596002547985,1.2828461767928125,0.9012340625939442,-0.0
2023-12-01,38688.75,38676.57088907171,0.3202463219281607,64.72768431432831,0,37706.33984375,36704.548046875,0,0.0,0.0,0.025879947957747618,1.3160461690860061,0.9012340625939442,0.0
2023-12-02,39476.33203125,39468.31502511904,-0.0945873449189923,68.34365451706924,0,37910.7390625,36855.817708333336,0,0.0,0.0,0.020356874575942596,1.3428367558862397,0.9012340625939442,0.0
